AGE7,SU_ID,ECON6A_2,ECON6C_2,ECON5A_B2,GENDER2,RACETH2,P_DENSE2,question
7,27066190,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,27070447,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,27073394,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,27075186,Received,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_7"
5,27076089,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
6,27077713,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,27077928,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
3,27078418,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,27079301,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
2,27083583,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
4,27084402,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
4,27084865,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
4,27086617,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,27090784,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
1,27098994,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
3,27099250,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,27103349,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,27105142,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,27105306,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,27108075,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,27108739,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,27111919,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
6,27114397,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
1,27114854,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,"ECON7_2, ECON7_5, ECON7_7"
4,27115475,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
2,27116163,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
7,27122319,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,27123473,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,27125055,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,27125816,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,27128357,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,27129540,Did not apply,Applied,Often true,Female,Hispanic,Urban,ECON7_8
7,27134489,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_SKP
7,27134639,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,27136885,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
2,27142339,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
4,27144715,Received,Did not apply,Sometimes true,Female,"White, non-Hispanic",Rural,ECON7_8
6,27145015,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,27149389,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27156451,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_5"
6,27158688,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,27159461,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
2,27161650,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,27164278,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_3, ECON7_7"
1,27168260,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
2,27169098,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
6,27173176,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,27173826,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
3,27180258,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27183958,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,27194012,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
2,27195956,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,27198146,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,27198426,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
5,27200057,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
2,27200551,Received,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2"
2,27200667,Received,Did not apply,Sometimes true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3, ECON7_4, ECON7_5, ECON7_7"
5,27201198,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
5,27202895,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
5,27206244,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,27210168,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,27214556,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3, ECON7_7"
5,27215014,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3, ECON7_4"
3,27219594,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
6,27222106,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
4,27222629,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
6,27225933,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27226437,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,27230844,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,27233890,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
3,27234457,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,27235156,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
6,27235257,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_8
6,27236044,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,27236918,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_SKP
7,27242295,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,27243288,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
3,27243708,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_7"
4,27247006,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2"
6,27249627,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
6,27250167,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,27253476,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27256187,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27260087,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
6,27262090,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2"
4,27264026,Applied,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Urban,ECON7_2
5,27265726,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
1,27267325,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_3, ECON7_5"
5,27267891,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,27268824,Applied,Did not apply,Never true,Female,Hispanic,Suburban,ECON7_3
5,27268970,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
6,27275950,Received,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
5,27280387,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
7,27282070,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
6,27285439,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,27286146,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
1,27286827,Did not apply,Did not apply,Often true,Male,Hispanic,Urban,ECON7_8
1,27288473,Did not apply,Did not apply,Often true,Female,"White, non-Hispanic",Rural,ECON7_8
4,27288477,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,27291251,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,27292550,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,27293421,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,27297072,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_3, ECON7_7"
2,27304298,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
6,27306853,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,27308898,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_2
4,27309082,Received,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Urban,ECON7_8
3,27311147,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_3"
6,27311740,Applied,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,27312661,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
5,27316035,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
2,27317070,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
5,27320252,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
5,27322733,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,27330062,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,27336902,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Rural,ECON7_3
4,27337057,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_5
5,27343888,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
7,27343894,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,27344927,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
1,27347838,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,27348121,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
2,27350832,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
1,27352882,Tried to apply,Tried to apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_1
6,27359557,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_1
4,27360188,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,27360979,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,27362201,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27362402,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,27363782,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
3,27366470,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,27376014,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,27377198,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
5,27381477,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,27384831,Did not apply,Did not apply,Often true,Male,"White, non-Hispanic",Suburban,ECON7_8
4,27385728,Received,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_3, ECON7_5"
7,27387407,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
1,27388640,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27391001,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_4"
2,27392291,Received,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_3, ECON7_5, ECON7_7"
4,27396320,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_2"
7,27398470,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
4,27401240,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,27405407,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
6,27406965,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
3,27408517,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,27412803,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
5,27414404,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Urban,ECON7_4
2,27416668,Received,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_3
6,27416937,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,27421260,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_1
6,27424225,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
5,27425769,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
2,27425810,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,27427734,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
4,27430346,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,27432398,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
6,27436527,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,27439087,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_3
7,27440243,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,27440440,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_1
6,27443772,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,27444446,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,27444573,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3, ECON7_7"
4,27445275,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Suburban,"ECON7_5, ECON7_7"
5,27447902,Did not apply,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,ECON7_8
5,27448102,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
4,27449556,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,27450143,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_8
4,27451829,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
4,27452086,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
2,27452364,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,27453439,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Urban,"ECON7_5, ECON7_7"
6,27459613,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,27460169,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_4
4,27460233,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,27461587,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3"
4,27462848,Received,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
3,27463978,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27464388,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_2, ECON7_5"
7,27464708,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_1
4,27472261,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,27473065,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_DK
3,27485360,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_3
2,27486885,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Urban,"ECON7_2, ECON7_3"
5,27488973,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,27489382,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,27490432,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,27492047,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,27497685,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,27498019,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27499713,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,27499898,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,27500697,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,27501009,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_1
